Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
279,Maxi Kleber,C,32,DAL,43,7,871,3.5,8,0.432,1.8,5.1,0.348,1.7,3,0.574,1.8,2.6,0.702,1.7,6.2,7.9,3.7,0.9,1.7,1.5,4.4,10.5,2,118,116,klebima01
280,Kevin Knox,SF,24,DET,31,11,560,7.4,16,0.462,2.7,8.1,0.33,4.7,7.9,0.598,1.7,1.9,0.909,1.5,4.9,6.4,2,1.1,0.6,1.9,4.3,19.2,-12,109,121,knoxke01
281,John Konchar,SF,27,MEM,55,23,1173,3.7,8.7,0.423,1.6,5,0.317,2.1,3.7,0.568,0.9,1,0.84,3,7.7,10.7,4.6,2.1,2.1,1.9,3.2,9.8,2,114,112,konchjo01
282,Furkan Korkmaz,SG,26,PHI,35,0,300,4.9,12.5,0.395,2.3,6.6,0.35,2.6,5.9,0.444,2.3,3.3,0.7,0.7,4.3,4.9,4.1,2.3,0.5,1.6,2.8,14.4,-7,108,115,korkmfu01
283,Luke Kornet,C,28,BOS,63,7,983,7.1,10.2,0.7,0.1,0.1,1,7.1,10.2,0.698,2.5,2.7,0.907,5.9,7.2,13.1,3.4,1.2,3.1,1.1,3.9,16.8,47,157,110,kornelu01
284,Vit Krejci,PG,23,ATL,22,14,541,4.5,9.2,0.49,2.5,6,0.412,2,3.2,0.639,0.4,0.5,0.833,1,3.6,4.6,4.4,1.2,0.5,1.8,4.3,12,0,122,122,krejcvi01
285,Jonathan Kuminga,PF,21,GSW,74,46,1949,11.3,21.4,0.529,1.3,4.1,0.321,10,17.3,0.578,5.5,7.4,0.746,2.3,6.5,8.8,4,1.4,0.9,3,4.2,29.5,1,117,116,kuminjo01
286,Kyle Kuzma,PF,28,WAS,70,70,2281,12.5,26.9,0.463,3.1,9.2,0.336,9.4,17.7,0.53,3.8,4.9,0.775,1.3,8.2,9.5,6.1,0.8,1,3.9,3.1,31.8,-17,103,120,kuzmaky01
287,Jock Landale,C,28,HOU,56,3,763,6.7,13.1,0.515,0.6,2.5,0.25,6.1,10.6,0.578,3.3,4.1,0.8,5.6,5.3,10.9,4.1,1.3,2.1,2,4.7,17.4,12,126,114,landajo01
288,Jake LaRavia,PF,22,MEM,35,6,806,7.2,18.4,0.389,3.2,9.5,0.34,3.9,8.9,0.442,5.5,6.6,0.826,3.1,4.7,7.8,3.5,1.8,0.7,2.7,4.2,23,-7,109,116,laravja01
289,Zach LaVine,SG,28,CHI,25,23,872,9.7,21.5,0.452,3.4,9.7,0.349,6.3,11.8,0.536,5,5.9,0.854,0.5,6.9,7.4,5.6,1.2,0.5,3,3.3,27.8,-5,113,118,lavinza01
290,A.J. Lawson,SG,23,DAL,42,0,311,8.3,18.7,0.446,2,7.7,0.26,6.3,11,0.577,2.3,3.5,0.652,2.2,5.6,7.7,3.1,1.5,0.5,2.2,3.4,21,-12,105,117,lawsoaj01
291,Saben Lee,PG,24,PHO,24,0,185,5.3,14.5,0.364,0.5,4.2,0.125,4.8,10.3,0.462,7.7,10.3,0.744,2.4,5.8,8.2,7.9,1.8,0.8,2.1,3.4,18.7,0,115,115,leesa01
292,Alex Len,C,30,SAC,48,0,444,5.5,8.9,0.617,0,0.3,0,5.5,8.5,0.641,2.2,3.7,0.588,5,9,14,5.5,1.2,3.6,3,7.2,13.1,12,123,111,lenal01
293,Kawhi Leonard,SF,32,LAC,68,68,2330,12.9,24.6,0.525,3,7.1,0.417,10,17.5,0.569,5.4,6.1,0.885,1.8,7,8.8,5.2,2.4,1.3,2.5,2.1,34.2,10,124,114,leonaka01
294,Caris LeVert,SG,29,CLE,68,10,1958,8.7,20.7,0.421,2.7,8.4,0.325,6,12.3,0.486,3.9,5.1,0.766,1,6.1,7.1,8.7,1.9,0.9,3,3.1,24,-3,110,113,leverca01
295,Kira Lewis Jr.,PG,22,TOT,28,0,265,6.2,16.9,0.37,0.7,6.1,0.121,5.5,10.8,0.508,3.1,3.7,0.85,1.7,3.1,4.8,6.8,1.7,0.4,2.6,2.4,16.3,-19,100,119,lewiski01
295,Kira Lewis Jr.,PG,22,NOP,15,0,144,5.4,17.7,0.308,0.7,6.8,0.1,4.8,10.9,0.438,3.4,3.7,0.909,1.4,3.4,4.8,6.1,1.7,0.3,2.7,2.7,15,-27,89,116,lewiski01
295,Kira Lewis Jr.,PG,22,TOR,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,24.1,0,-127,,127,lewiski01
295,Kira Lewis Jr.,PG,22,UTA,12,0,119,7.3,16.2,0.45,0.8,5.3,0.154,6.5,10.9,0.593,2.8,3.6,0.778,2,2.8,4.9,7.7,1.6,0.4,2.4,1.6,18.2,-10,113,123,lewiski01
296,Maxwell Lewis,SF,21,LAL,34,0,103,1.8,9.7,0.19,0.5,4.2,0.111,1.4,5.5,0.25,0.9,1.4,0.667,0.9,0.9,1.8,2.8,0.9,0.5,4.6,2.3,5.1,-71,50,121,lewisma05
297,E.J. Liddell,PF,23,NOP,8,0,23,2.1,12.8,0.167,0,10.7,0,2.1,2.1,1,4.3,4.3,1,0,10.7,10.7,2.1,4.3,4.3,4.3,4.3,8.5,-45,56,101,liddeej01
298,Damian Lillard,PG,33,MIL,73,73,2579,10.1,23.8,0.424,4.1,11.6,0.354,6,12.2,0.49,8.8,9.6,0.92,0.7,5.3,6,9.5,1.3,0.3,3.6,2.5,33.1,2,120,118,lillada01
299,Nassir Little,SF,23,PHO,45,2,458,6.1,13.2,0.46,2.2,7.5,0.3,3.8,5.8,0.667,1.8,2.1,0.85,1.5,6.5,8,2.2,1.1,1.1,1.5,4.2,16.2,-2,114,116,littlna01
300,Dereck Lively II,C,19,DAL,55,42,1294,8.2,11,0.747,0,0.1,0,8.2,10.9,0.752,1.5,3,0.506,5,9,14,2.2,1.3,2.9,1.9,5.3,17.9,27,139,112,livelde01
301,Isaiah Livers,PF,25,DET,23,6,469,4.1,11.9,0.345,2.3,7.9,0.286,1.8,4,0.462,1.2,1.8,0.667,1.5,3.4,4.9,2.6,1.3,0.5,1.6,4.4,11.7,-25,96,121,liveris01
302,Chris Livingston,SF,20,MIL,21,0,90,5.9,11.7,0.5,0.5,2.7,0.2,5.3,9.1,0.588,1.6,2.1,0.75,1.6,9.6,11.2,2.7,1.1,0,2.7,8,13.9,-15,101,116,livinch01
303,Kenneth Lofton Jr.,PF,21,TOT,21,0,199,8.8,19.1,0.462,1.7,5.9,0.292,7.1,13.2,0.537,4.2,6.4,0.654,2.9,6.4,9.3,8.1,1.5,1.2,3.4,5.9,23.4,-6,111,117,loftoke01
303,Kenneth Lofton Jr.,PF,21,MEM,15,0,99,6.9,18.3,0.378,1.5,4.9,0.3,5.4,13.3,0.407,4,7.4,0.533,1,6.4,7.4,6.9,1.5,1.5,3,7.4,19.3,-20,95,115,loftoke01
303,Kenneth Lofton Jr.,PF,21,PHI,2,0,9,5.5,32.8,0.167,0,10.9,0,5.5,21.9,0.25,0,0,,0,16.4,16.4,0,0,0,10.9,0,10.9,-86,27,113,loftoke01
303,Kenneth Lofton Jr.,PF,21,UTA,4,0,91,11.1,18.6,0.6,2.1,6.4,0.333,9,12.2,0.739,4.8,5.8,0.818,5.3,5.3,10.6,10.1,1.6,1.1,3.2,4.8,29.2,19,140,121,loftoke01
304,Kevon Looney,C,27,GSW,74,36,1195,5.6,9.4,0.597,0,0,0,5.6,9.4,0.599,2.3,3.4,0.675,5.8,11.2,17,5.4,1.1,1.2,2,6.3,13.5,21,134,113,looneke01
305,Brook Lopez,C,35,MIL,79,79,2411,7.3,15,0.485,2.9,8.1,0.366,4.3,7,0.621,2.2,2.7,0.821,2.3,5.8,8.2,2.5,0.9,3.8,1.6,3.8,19.7,7,121,114,lopezbr01
306,Robin Lopez,C,35,MIL,16,2,65,5.2,14,0.368,1.5,5.9,0.25,3.7,8.1,0.455,1.5,1.5,1,2.2,1.5,3.7,3,0.7,2.2,1.5,5.2,13.3,-19,100,119,lopezro01
307,Kevin Love,PF,35,MIA,55,5,924,8.5,19.4,0.44,4.5,13.2,0.344,4,6.2,0.643,4.6,5.8,0.787,3.2,15.1,18.2,6.2,1,0.5,2.6,5.2,26.2,12,121,109,loveke01
308,Kyle Lowry,PG,37,TOT,60,55,1690,4.8,11.1,0.432,2.9,7.3,0.392,1.9,3.7,0.512,1.8,2.2,0.84,1,4.7,5.7,7.4,1.7,0.6,2.5,4.3,14.3,4,118,114,lowryky01
308,Kyle Lowry,PG,37,MIA,37,35,1037,5,11.6,0.426,3,7.7,0.385,2,3.9,0.506,1.7,2,0.833,1.2,5,6.2,7.1,1.9,0.7,2.5,4.5,14.6,2,115,113,lowryky01
308,Kyle Lowry,PG,37,PHI,23,20,653,4.5,10.2,0.444,2.7,6.7,0.404,1.8,3.5,0.522,2.1,2.5,0.848,0.7,4.2,4.9,8,1.5,0.5,2.4,3.9,13.9,6,123,117,lowryky01
309,Seth Lundy,SF,23,ATL,9,0,52,3.7,15.7,0.235,2.8,12,0.231,0.9,3.7,0.25,2.8,3.7,0.75,0.9,5.5,6.5,0,0,0,0.9,5.5,12.9,-42,82,124,lundyse01
310,Trey Lyles,PF,28,SAC,58,0,1158,6,13.5,0.445,3.5,9.2,0.384,2.5,4.3,0.578,2.1,2.9,0.7,2.6,8.2,10.8,3,0.7,0.8,1.6,3.6,17.6,4,120,116,lylestr01
311,Théo Maledon,PG,22,TOT,17,1,213,4.6,16.2,0.286,1.2,6.9,0.167,3.5,9.3,0.375,3.2,3.5,0.933,0.9,4.6,5.6,6.5,1.6,0,4.2,4.9,13.7,-40,81,121,maledth01
311,Théo Maledon,PG,22,CHO,13,1,200,4.7,16.3,0.288,1.2,7.4,0.167,3.5,8.9,0.389,2.7,3,0.917,1,4.7,5.7,6.9,1.7,0,3.7,4.4,13.3,-39,82,121,maledth01
311,Théo Maledon,PG,22,PHO,4,0,13,3.8,15,0.25,0,0,,3.8,15,0.25,11.3,11.3,1,0,3.8,3.8,0,0,0,11.3,11.3,18.8,-58,63,121,maledth01
312,Sandro Mamukelashvili,C,24,SAS,46,5,451,7.7,16.3,0.471,2,6.7,0.297,5.7,9.6,0.593,2.6,3.6,0.735,4.7,10.7,15.5,5.2,0.7,1.3,2,3.7,20,3,119,116,mamuksa01
313,Terance Mann,SG,27,LAC,75,71,1873,6.7,13,0.515,1.9,5.4,0.348,4.8,7.6,0.633,2.1,2.5,0.832,2.3,4.4,6.7,3.1,1.1,0.4,1.3,3.8,17.3,8,127,119,mannte01
314,Tre Mann,PG,22,TOT,41,28,987,7.2,15.7,0.459,2.3,6.3,0.373,4.9,9.5,0.516,2.2,2.9,0.763,1,6.4,7.4,8.2,2.5,0.1,3.2,2.4,19,-8,110,118,manntr01
314,Tre Mann,PG,22,OKC,13,0,119,8.1,16.2,0.5,3.2,7.7,0.421,4.8,8.5,0.571,0.4,0.4,1,1.6,8.1,9.7,8.1,1.2,0,3.6,1.2,19.8,1,115,114,manntr01
314,Tre Mann,PG,22,CHO,28,28,868,7.1,15.7,0.453,2.2,6.1,0.364,4.9,9.6,0.509,2.5,3.3,0.759,0.9,6.2,7.1,8.2,2.7,0.2,3.2,2.6,18.9,-9,109,118,manntr01
315,Boban Marjanovi?,C,35,HOU,14,0,71,12.3,23.2,0.529,0,1.4,0,12.3,21.9,0.563,6.1,9.6,0.643,4.8,17.1,21.9,4.1,0.7,1.4,3.4,3.4,30.7,3,112,109,marjabo01
316,Lauri Markkanen,PF,26,UTA,55,55,1820,11.3,23.6,0.48,4.6,11.6,0.399,6.7,12,0.559,6.6,7.3,0.899,3.2,8.7,11.9,2.9,1.3,0.7,2,2.7,33.9,8,128,120,markkla01
317,Naji Marshall,SF,26,NOP,66,1,1257,6.6,14.3,0.463,2.3,5.9,0.387,4.4,8.5,0.516,2.7,3.4,0.791,2.1,7.3,9.4,5,1.9,0.5,2.5,3.5,18.2,2,115,113,marshna01
318,Caleb Martin,SF,28,MIA,64,23,1756,6.8,15.9,0.431,2.3,6.6,0.349,4.5,9.3,0.489,2.2,2.8,0.778,2.1,5.9,8,4.1,1.3,0.8,2.2,3.6,18.2,-6,107,113,martica02
319,Cody Martin,SF,28,CHO,28,22,753,5.4,14.1,0.381,1.8,5.6,0.314,3.6,8.5,0.426,1.3,2.2,0.606,1.2,5.9,7.1,6.8,2.1,1.2,2.9,3.1,13.8,-22,96,118,martico01
320,KJ Martin,SF,23,TOT,60,2,746,6.4,11.9,0.536,0.5,1.8,0.286,5.9,10.1,0.582,1.5,2.7,0.537,2.7,5.9,8.6,3.4,1.5,0.8,2.1,6.6,14.8,-3,112,115,martike04
320,KJ Martin,SF,23,LAC,2,0,31,6.4,15.9,0.4,1.6,8,0.2,4.8,8,0.6,1.6,3.2,0.5,1.6,3.2,4.8,1.6,3.2,1.6,3.2,4.8,15.9,-28,86,114,martike04
320,KJ Martin,SF,23,PHI,58,2,715,6.4,11.8,0.544,0.5,1.6,0.304,5.9,10.2,0.581,1.4,2.7,0.538,2.8,6.1,8.8,3.4,1.4,0.8,2.1,6.7,14.7,-3,113,116,martike04
321,Garrison Mathews,SG,27,ATL,66,5,992,5,10.9,0.456,4.1,9.3,0.44,0.9,1.6,0.545,1.6,2,0.81,0.8,3.6,4.4,1.8,1,0.4,0.9,5.6,15.7,8,131,123,mathega01
322,Bennedict Mathurin,SF,21,IND,59,19,1538,9.1,20.3,0.446,2.5,6.6,0.374,6.6,13.8,0.481,5.6,6.9,0.821,1.8,5.3,7.2,3.7,1.1,0.4,3,3.6,26.3,-11,110,121,mathube01
323,Wesley Matthews,SG,37,ATL,36,3,413,3.9,11.3,0.351,2.8,8,0.348,1.2,3.3,0.357,2.1,2.8,0.75,1,5.1,6.2,2.7,1.9,1.3,0.9,5,12.8,-7,112,119,matthwe02
324,Tyrese Maxey,PG,23,PHI,70,70,2626,12,26.6,0.45,4,10.7,0.373,8,15.9,0.501,6.1,7.1,0.868,0.7,4.2,4.8,8.1,1.3,0.6,2.2,2.8,34,4,121,117,maxeyty01
325,Skylar Mays,PG-SG,26,TOT,38,5,433,7.1,18,0.396,1.8,6.1,0.296,5.3,11.9,0.448,1.5,1.9,0.765,1.1,3.7,4.9,9.6,2.4,0.5,2.3,2.9,17.6,-11,107,118,mayssk01
325,Skylar Mays,PG,26,POR,21,5,356,7.4,19.1,0.384,1.9,6.8,0.286,5.4,12.3,0.438,1.8,2.4,0.765,1.2,3.9,5.1,10.4,1.9,0.4,2.5,2.8,18.4,-12,107,119,mayssk01
325,Skylar Mays,SG,26,LAL,17,0,77,6.2,13,0.476,1.2,3.1,0.4,4.9,9.9,0.5,0,0,,0.6,3.1,3.7,6.2,4.3,0.6,1.2,3.7,13.6,1,113,112,mayssk01
326,Miles McBride,PG,23,NYK,68,14,1328,7.8,17.2,0.452,4.1,10.1,0.41,3.6,7.1,0.511,1.6,1.9,0.86,1.2,2.6,3.8,4.3,1.9,0.3,1.1,4.1,21.3,10,126,116,mcbrimi01
327,CJ McCollum,PG,32,NOP,66,66,2159,11,24,0.459,5.4,12.6,0.429,5.6,11.3,0.492,2.6,3.2,0.827,0.9,5.6,6.5,6.9,1.4,0.9,2.5,2.9,30,4,118,114,mccolcj01
328,T.J. McConnell,PG,31,IND,71,4,1291,12.1,21.7,0.556,0.7,1.6,0.409,11.4,20.1,0.568,1.8,2.3,0.79,1.3,5.7,7,14.3,2.6,0.3,3.9,2.9,26.6,4,121,117,mccontj01
329,Jaden McDaniels,SF,23,MIN,72,71,2105,7.2,14.7,0.489,2,6,0.337,5.2,8.8,0.592,1.3,1.9,0.722,1.3,3.9,5.3,2.4,1.5,1,2,5.1,17.8,-4,108,112,mcdanja02
330,Jalen McDaniels,SF,26,TOR,50,1,538,5.8,17,0.344,1.1,6.4,0.169,4.8,10.6,0.449,2.4,3.3,0.73,1.6,5.5,7.1,3.3,1.7,0.5,2.7,4.7,15.2,-34,86,120,mcdanja01
331,Doug McDermott,SF,32,TOT,64,0,904,6.4,14.9,0.433,4.9,12,0.41,1.5,2.9,0.527,0.6,1,0.579,0.5,2.6,3.1,3.7,0.8,0.1,1.5,3.4,18.4,-8,114,122,mcderdo01
331,Doug McDermott,SF,32,SAS,46,0,700,6.4,14.6,0.442,5.2,11.7,0.439,1.3,2.8,0.452,0.7,1.2,0.588,0.5,2.7,3.3,3.9,0.7,0.1,1.6,3.3,18.7,-6,116,122,mcderdo01
331,Doug McDermott,SF,32,IND,18,0,204,6.5,16,0.406,4.2,13,0.321,2.3,3,0.769,0.2,0.5,0.5,0.5,2.1,2.5,3,1.2,0,0.9,3.7,17.3,-13,110,123,mcderdo01
332,JaVale McGee,C,36,SAC,46,0,339,11.3,18.9,0.598,0.1,1,0.143,11.2,17.9,0.624,3.7,6.4,0.578,6,12,18.1,2.4,2,2.9,4.9,6.6,26.5,0,109,109,mcgeeja01
333,Bryce McGowens,SG,21,CHO,59,14,882,5.7,12.9,0.439,1.9,5.7,0.333,3.7,7.2,0.523,3.7,4.8,0.776,1,4.8,5.7,2.9,1.2,0.6,1.7,4.1,16.9,-11,111,122,mcgowbr01
334,Jordan McLaughlin,PG,27,MIN,56,0,626,5.5,11.4,0.483,3.3,7,0.472,2.2,4.4,0.5,1,1.4,0.722,1.4,4.3,5.7,8.7,2.8,0.6,1.5,2.4,15.4,27,136,109,mclaujo01
335,De'Anthony Melton,SG,25,PHI,38,33,1023,6.7,17.3,0.386,3.7,10.3,0.36,3,7,0.425,3.2,3.8,0.835,1.3,5.4,6.8,5.5,2.9,0.8,1.9,4,20.3,0,113,113,meltode01
336,Nathan Mensah,C,25,CHO,25,0,307,1.9,4.5,0.429,0,0,,1.9,4.5,0.429,1.4,1.9,0.75,4.7,5.8,10.4,1.4,1,2.3,2.3,10.3,5.3,-15,104,119,mensana01
337,Sam Merrill,SG,27,CLE,61,1,1069,7.3,18.2,0.402,6.6,16.4,0.404,0.7,1.8,0.385,1.2,1.3,0.929,1,4.5,5.5,5,0.9,0.2,0.9,3.3,22.4,8,125,117,merrisa01
338,Chimezie Metu,C,26,TOT,51,12,859,6.9,13.8,0.504,1.6,5.3,0.298,5.4,8.5,0.633,3.3,3.6,0.906,2.3,8.6,10.9,2.6,2.4,0.9,2.9,4,18.7,-2,112,114,metuch01
338,Chimezie Metu,C,26,PHO,37,5,448,7.2,14.2,0.508,1.6,5.6,0.294,5.6,8.6,0.646,4.1,4.7,0.884,2.6,9.4,12,2.1,2.1,1,2.9,4.3,20.2,3,115,112,metuch01
338,Chimezie Metu,C,26,DET,14,7,411,6.7,13.3,0.5,1.5,5,0.302,5.2,8.3,0.62,2.3,2.5,0.952,2,7.8,9.8,3.2,2.8,0.8,2.9,3.7,17.2,-6,109,115,metuch01
339,Vasilije Mici?,PG,30,TOT,60,21,1176,6.6,15.4,0.43,1.8,6.4,0.279,4.8,9,0.537,2.5,3.1,0.813,0.6,3.1,3.7,10.9,1.3,0.3,4.1,2.8,17.6,-16,105,121,micicva01
339,Vasilije Mici?,PG,30,OKC,30,0,361,4.9,12.1,0.407,1.5,6,0.244,3.5,6.1,0.565,1.9,2.5,0.737,0.1,3.1,3.2,10.1,1.2,0.4,3.9,2.9,13.2,-15,102,117,micicva01
339,Vasilije Mici?,PG,30,CHO,30,21,815,7.4,16.9,0.437,1.9,6.6,0.294,5.4,10.3,0.529,2.8,3.4,0.839,0.8,3.1,3.9,11.3,1.3,0.2,4.2,2.8,19.6,-16,107,123,micicva01
340,Khris Middleton,SF,32,MIL,55,55,1487,10.2,20.8,0.493,3,8,0.381,7.2,12.8,0.563,3.2,3.9,0.833,1.3,7,8.3,9.4,1.6,0.5,4.1,4.6,26.8,-1,115,116,middlkh01
341,Brandon Miller,SF,21,CHO,74,68,2383,9.9,22.4,0.44,3.8,10.2,0.373,6,12.2,0.495,3,3.6,0.827,1.2,5.3,6.5,3.6,1.4,0.9,2.7,3.8,26.5,-16,105,121,millebr02
342,Jordan Miller,SF,24,LAC,8,0,28,8.8,15.9,0.556,1.8,3.5,0.5,7.1,12.3,0.571,3.5,3.5,1,5.3,3.5,8.8,0,0,0,1.8,3.5,22.9,8,130,122,millejo02
343,Leonard Miller,SF,20,MIN,17,0,52,12.4,19,0.65,1.9,4.8,0.4,10.5,14.3,0.733,1,1.9,0.5,4.8,14.3,19,7.6,1.9,1,1,4.8,27.6,44,148,104,millele01
344,Dariq Whitehead,SF,19,BRK,2,0,24,2.1,10.3,0.2,0,6.2,0,2.1,4.1,0.5,2.1,4.1,0.5,0,8.3,8.3,6.2,0,2.1,0,0,6.2,-35,83,118,whiteda01
345,Patty Mills,PG,35,TOT,32,5,415,5.4,15.4,0.351,2.8,10.3,0.276,2.6,5.2,0.5,1.3,1.3,1,1.1,3.1,4.1,4,2.4,0.1,1.9,3.8,15,-19,98,117,millspa02
345,Patty Mills,PG,35,ATL,19,0,202,4.5,12.1,0.373,3.1,8.1,0.382,1.4,4,0.353,0,0,,1.2,3.6,4.7,3.3,2.1,0.2,1.9,4,12.1,-18,102,120,millspa02
345,Patty Mills,PG,35,MIA,13,5,213,6.3,18.7,0.338,2.6,12.4,0.208,3.7,6.3,0.593,2.6,2.6,1,0.9,2.6,3.5,4.7,2.6,0,1.9,3.5,17.8,-17,96,113,millspa02
346,Shake Milton,SG,27,TOT,48,0,581,6.7,16.6,0.405,1.5,5.4,0.281,5.2,11.1,0.466,3.4,4.2,0.816,1.2,5.2,6.4,5.1,1.6,0.5,2.6,4.6,18.3,-10,102,112,miltosh01
346,Shake Milton,SG,27,MIN,38,0,491,6.4,16.1,0.4,1.4,5.3,0.264,5,10.8,0.467,3.6,4.4,0.818,0.7,4.4,5.1,5,1.6,0.5,2.8,4.4,17.9,-12,100,112,miltosh01
346,Shake Milton,SG,27,DET,4,0,63,8.4,19.9,0.423,2.3,6.9,0.333,6.1,13,0.471,1.5,2.3,0.667,5.3,8.4,13.7,4.6,1.5,0.8,2.3,2.3,20.6,-10,108,118,miltosh01
346,Shake Milton,SG,27,NYK,6,0,27,7.5,16.8,0.444,1.9,3.7,0.5,5.6,13.1,0.429,3.7,3.7,1,0,11.2,11.2,7.5,1.9,0,0,13.1,20.5,25,136,111,miltosh01
347,Justin Minaya,SF,24,POR,34,1,381,2.9,9.6,0.297,1.6,6.4,0.245,1.3,3.2,0.4,0.6,1.2,0.556,3.9,3.4,7.3,2.7,1.2,1.3,1.2,4.5,7.9,-20,100,120,minayju01
348,Josh Minott,SF,21,MIN,32,0,91,9.2,19.6,0.472,2.2,5.4,0.4,7.1,14.1,0.5,6.5,7.6,0.857,2.2,7.1,9.2,4.3,2.7,2.7,1.1,5.4,27.2,22,127,105,minotjo01
349,Davion Mitchell,PG,25,SAC,72,4,1101,6.4,14.2,0.452,2.5,7,0.361,3.9,7.3,0.539,1.3,1.9,0.714,0.8,3.4,4.2,5.9,0.7,0.1,1.9,3.7,16.7,-6,114,120,mitchda01
350,Donovan Mitchell,SG,27,CLE,55,55,1942,12.8,27.7,0.462,4.6,12.6,0.368,8.2,15.1,0.539,7,8.1,0.865,1.2,6,7.1,8.5,2.6,0.8,3.9,3,37.2,6,117,111,mitchdo01
351,Evan Mobley,PF,22,CLE,50,50,1532,10.3,17.8,0.58,0.7,1.9,0.373,9.6,15.9,0.604,4,5.5,0.719,3.6,11.5,15.1,5.2,1.5,2.3,2.9,4.3,25.3,13,122,109,mobleev01
352,Isaiah Mobley,PF,24,CLE,10,0,72,6.9,16.5,0.417,2.1,6.9,0.3,4.8,9.6,0.5,0,0.7,0,2.1,4.8,6.9,4.1,1.4,0,1.4,4.1,15.8,-14,102,116,mobleis01
353,Malik Monk,SG,25,SAC,72,0,1872,10.3,23.2,0.443,3.8,11,0.35,6.4,12.2,0.528,4.4,5.3,0.829,0.7,4.8,5.5,9.6,1.2,1,3.9,4,28.8,-4,113,117,monkma01
354,Moses Moody,SG,21,GSW,66,9,1156,8.1,17.6,0.462,3,8.4,0.36,5.1,9.2,0.555,3.1,3.9,0.785,2.7,5.5,8.2,2.4,1.8,1,1.8,3.8,22.3,2,117,115,moodymo01
355,Xavier Moon,SG,29,LAC,14,1,119,6.2,19.1,0.326,0.8,7.1,0.118,5.4,12,0.448,0.4,0.8,0.5,3.3,4.1,7.5,8.7,1.2,1.2,2.1,3.3,13.7,-23,95,118,moonxa01
356,Taze Moore,SG,25,POR,4,0,40,9.9,23.5,0.421,1.2,8.6,0.143,8.6,14.8,0.583,1.2,2.5,0.5,4.9,4.9,9.9,6.2,2.5,0,3.7,4.9,22.2,-19,98,117,mooreta02
357,Wendell Moore Jr.,SG,22,MIN,25,0,75,5.9,11.9,0.5,0,4,0,5.9,7.9,0.75,0,0,,0,7.9,7.9,4,3.3,0.7,2.6,3.3,11.9,-14,92,106,moorewe01
358,Ja Morant,PG,24,MEM,9,9,318,12.3,26.1,0.471,2.2,7.8,0.275,10.1,18.3,0.555,8,9.8,0.813,0.9,6.8,7.7,11.2,1.1,0.8,4.2,2.9,34.7,0,116,116,moranja01
359,Marcus Morris,PF,34,TOT,49,7,817,7,15.9,0.439,2.9,7.2,0.403,4.1,8.7,0.469,2.2,2.7,0.818,1.4,6.7,8.1,2.2,0.9,0.8,1.8,4.5,19.1,-7,109,116,morrima03
359,Marcus Morris,PF,34,PHI,37,7,637,7,15.8,0.439,2.8,7,0.4,4.2,8.9,0.47,2.4,2.8,0.861,1.4,7,8.4,2,1,0.8,1.5,4.7,19.1,-4,112,116,morrima03
359,Marcus Morris,PF,34,CLE,12,0,180,7.1,16.2,0.441,3.3,8,0.414,3.8,8.2,0.467,1.4,2.2,0.625,1.4,5.5,6.9,2.7,0.5,0.5,3,3.6,18.9,-16,100,116,morrima03
360,Markieff Morris,PF,34,DAL,26,1,216,5.1,15.1,0.338,3.3,9.3,0.357,1.8,5.8,0.308,1.1,1.3,0.833,0.9,7.8,8.7,3.6,1.1,0.7,2.7,2.7,14.7,-24,92,116,morrima02
361,Monte Morris,PG,28,TOT,33,0,476,6.4,15.8,0.405,2.8,7.2,0.386,3.6,8.6,0.422,1.3,2,0.684,0.7,5.2,5.9,7.1,2,0.9,0.7,1.4,17,7,118,111,morrimo01
361,Monte Morris,PG,28,DET,6,0,68,8.5,23.3,0.364,1.4,7.8,0.182,7.1,15.6,0.455,0.7,1.4,0.5,1.4,7.1,8.5,5.7,0.7,0.7,1.4,0.7,19.1,-29,91,120,morrimo01
361,Monte Morris,PG,28,MIN,27,0,408,6.1,14.5,0.417,3,7.1,0.424,3,7.4,0.41,1.5,2.1,0.706,0.6,4.8,5.5,7.4,2.2,1,0.6,1.6,16.6,15,125,110,morrimo01
362,Trey Murphy III,SF,23,NOP,57,23,1690,8,18,0.443,4.9,12.9,0.38,3.1,5.1,0.602,3.6,4.4,0.815,1.2,6.9,8.1,3.6,1.5,0.8,1,2,24.4,13,127,114,murphtr02
363,Dejounte Murray,SG,27,ATL,78,78,2783,11.6,25.2,0.459,3.5,9.5,0.363,8.1,15.7,0.518,3.6,4.5,0.794,1.1,6.1,7.2,8.7,1.9,0.4,3.5,2.4,30.2,-5,114,119,murrade01
364,Jamal Murray,PG,26,DEN,59,59,1861,12.6,26.3,0.481,3.9,9.1,0.425,8.8,17.2,0.51,4.2,4.9,0.853,1.1,5.3,6.4,10.2,1.5,1,3.3,2.8,33.3,5,119,114,murraja01
365,Keegan Murray,SF,23,SAC,77,77,2588,8.3,18.3,0.454,3.4,9.6,0.358,4.9,8.7,0.56,1.9,2.3,0.831,2,5.9,7.9,2.4,1.5,1.1,1.2,3.8,22,1,117,116,murrake02
