Stat,FG%,3P%,2P%,eFG%,FTA_pergame,FT%,ORB_pergame,DRB_pergame,TRB_pergame,AST_pergame,STL_pergame,BLK_pergame,TOV_pergame,PTS_pergame,FTA_100,FT%,ORB_100,DRB_100,TRB_100,STL_100,BLK_100,TOV_100,PTS_100
League_Average,0.434257215,0.303444595,0.505522959,0.497483061,1.575123153,0.747570629,0.812807882,2.519704433,3.331527094,1.808251232,0.582758621,0.353448276,0.978694581,7.812192118,3.906403941,0.747570629,2.424261084,6.643965517,9.068965517,1.591871921,0.943103448,2.534605911,18.79433498
