PLAYER,Team(s),Pos,G,MP,Off,Def,Tot,WAR
Terry Taylor'22-'23,Bulls,"SF, PF",264,-2.6,-2.4,-3.2,-5.5,-0.4
Isaiah Todd'22-'23,Wizards,PF,61,-13.5,-13.1,-3.7,-16.8,-0.4
Noah Vonleh'22-'23,Celtics,C,171,-5.7,-4.8,-2,-6.8,-0.4
Peyton Watson'22-'23,Nuggets,SF,200,-3,-4.1,-3,-7.1,-0.4
John Butler Jr.'22-'23,Trail Blazers,C,221,-6.3,-6.2,-0.9,-7.1,-0.5
Kennedy Chandler'22-'23,Grizzlies,PG,281,-1.8,-2.4,-3.5,-5.9,-0.5
Evan Fournier'22-'23,Knicks,"SG, SF",459,-2.4,-2.9,-2.1,-4.9,-0.5
JaMychal Green'22-'23,Warriors,PF,846,-1.4,-2,-1.9,-3.9,-0.5
Jordan Hall'22-'23,Spurs,SF,83,-8.1,-9.1,-5.8,-14.9,-0.5
Isaiah Jackson'22-'23,Pacers,"PF, C","1,042",-2.5,-2.7,-1,-3.6,-0.5
James Johnson'22-'23,Pacers,PF,162,-6.6,-7,-2.1,-9.1,-0.5
Patty Mills'22-'23,Nets,"PG, SG",572,-0.7,-1,-3.4,-4.4,-0.5
Justin Minaya'22-'23,Trail Blazers,SF,89,-7.5,-6.8,-6.7,-13.5,-0.5
Nerlens Noel'22-'23,Nets,C,195,-7.5,-7.8,0.6,-7.3,-0.5
Frank Ntilikina'22-'23,Mavericks,"PG, SG",607,-4.6,-4,-0.3,-4.3,-0.5
Kendrick Nunn'22-'23,Wizards,"PG, SG",964,-1.4,-1.4,-2.4,-3.8,-0.5
Davon Reed'22-'23,Lakers,SG,342,-4.1,-5.6,0,-5.6,-0.5
Mamadi Diakite'22-'23,Cavaliers,C,176,-6.9,-6.9,-2.8,-9.7,-0.6
Ousmane Dieng'22-'23,Thunder,SF,569,-2.8,-2.4,-2.4,-4.8,-0.6
Malachi Flynn'22-'23,Raptors,PG,691,-1.4,-1.7,-2.8,-4.5,-0.6
Caleb Houstan'22-'23,Magic,"SG, SF",812,-1.8,-2,-2.2,-4.2,-0.6
JaVale McGee'22-'23,Mavericks,C,355,-4.8,-5.1,-0.7,-5.8,-0.6
Markieff Morris'22-'23,Mavericks,PF,355,-4.5,-4.2,-1.6,-5.9,-0.6
Chuma Okeke'22-'23,Magic,PF,518,-2.5,-2.9,-2,-4.8,-0.6
Isaiah Roby'22-'23,Knicks,"PF, C",474,-3.6,-4.1,-1.2,-5.4,-0.6
Ish Smith'22-'23,Nuggets,PG,410,-4.2,-4.8,-0.9,-5.7,-0.6
Jalen Smith'22-'23,Pacers,"PF, C","1,279",-2.4,-2.4,-1.3,-3.7,-0.6
P.J. Washington'22-'23,Hornets,"PF, C","2,380",-1.8,-1.9,-1.3,-3.2,-0.6
RJ Barrett'22-'23,Knicks,"SG, SF","2,852",-0.3,-0.7,-2.6,-3.2,-0.7
James Bouknight'22-'23,Hornets,SG,515,-3.5,-3.8,-1.7,-5.5,-0.7
Jordan Poole'22-'23,Warriors,"PG, SG","2,742",-0.2,-1.4,-1.8,-3.2,-0.7
David Roddy'22-'23,Grizzlies,"SF, PF","1,334",-2.9,-2.9,-0.9,-3.8,-0.7
Ryan Rollins'22-'23,Warriors,SG,62,-13,-15.9,-7.9,-23.8,-0.7
Juan Toscano-Anderson'22-'23,Jazz,"SF, PF",700,-3.6,-4.1,-0.7,-4.8,-0.7
John Wall'22-'23,Clippers,PG,755,-2.3,-3.1,-1.3,-4.4,-0.7
Cody Zeller'22-'23,Heat,C,391,-2.8,-2.3,-3.8,-6.1,-0.7
Johnny Davis'22-'23,Wizards,SG,423,-3.7,-4.7,-1.6,-6.3,-0.8
Bryn Forbes'22-'23,Timberwolves,SG,268,-3.7,-3.8,-4.5,-8.3,-0.8
Johnny Juzang'22-'23,Jazz,SF,232,-4.7,-5.7,-4.1,-9.8,-0.8
Cam Reddish'22-'23,Trail Blazers,SF,990,-2.7,-3.2,-1.1,-4.3,-0.8
TyTy Washington Jr.'22-'23,Rockets,PG,433,-3.2,-3.2,-3.4,-6.6,-0.8
Keon Johnson'22-'23,Trail Blazers,SG,416,-3,-3.6,-3.4,-7,-0.9
Bryce McGowens'22-'23,Hornets,SG,787,-3.5,-4.1,-1,-5,-0.9
Thanasis Antetokounmpo'22-'23,Bucks,SF,211,-5.6,-6.8,-5.2,-12,-1
MarJon Beauchamp'22-'23,Bucks,SG,706,-3.5,-3.7,-1.9,-5.6,-1
Richaun Holmes'22-'23,Kings,"PF, C",348,-2.9,-3.9,-4.6,-8.4,-1
Nassir Little'22-'23,Trail Blazers,"SF, PF",976,-2,-1.9,-2.9,-4.7,-1
Sandro Mamukelashvili'22-'23,Spurs,C,660,-2.7,-2.6,-3.1,-5.7,-1
Gorgui Dieng'22-'23,Spurs,"PF, C",358,-5.7,-6.3,-2.3,-8.7,-1.1
Kevin Knox II'22-'23,Trail Blazers,"SF, PF",952,-2.2,-2.6,-2.6,-5.3,-1.2
Amir Coffey'22-'23,Clippers,"PG, SG, SF",626,-3.3,-4,-3,-7,-1.3
Eric Gordon'22-'23,Clippers,"SG, SF","2,114",-0.5,-0.7,-3.2,-3.9,-1.3
Justin Holiday'22-'23,Mavericks,"SG, SF",706,-3.9,-4.4,-2,-6.5,-1.3
DeAndre Jordan'22-'23,Nuggets,C,600,-4.9,-5.2,-1.8,-6.9,-1.3
Jordan Nwora'22-'23,Pacers,"SF, PF","1,188",-1.3,-1.7,-3.2,-4.9,-1.3
Austin Rivers'22-'23,Timberwolves,"PG, SG","1,062",-2.2,-2.3,-2.9,-5.2,-1.3
Day'Ron Sharpe'22-'23,Nets,C,572,-1.7,-1.6,-5.4,-7,-1.3
JT Thor'22-'23,Hornets,PF,969,-4.9,-5.1,-0.3,-5.4,-1.3
Lonnie Walker IV'22-'23,Lakers,"SG, SF","1,476",-1.8,-2.2,-2.2,-4.4,-1.3
Josh Christopher'22-'23,Rockets,SG,786,-2.7,-3.1,-3.1,-6.2,-1.4
Jabari Walker'22-'23,Trail Blazers,PF,619,-4.5,-4.6,-2.5,-7.1,-1.4
Bol Bol'22-'23,Magic,"PF, C","1,505",-3.1,-3.3,-1.4,-4.7,-1.5
Kenyon Martin Jr.'22-'23,Rockets,"SF, PF","2,292",-1.2,-0.9,-3.2,-4.1,-1.6
Will Barton'22-'23,Raptors,"SG, SF",993,-1.7,-2.4,-3.6,-6,-1.7
Jeff Green'22-'23,Nuggets,PF,"1,434",-3.2,-3.9,-1.2,-5.1,-1.7
Doug McDermott'22-'23,Spurs,"SF, PF","1,314",-1.2,-1.2,-4.2,-5.4,-1.8
Shaedon Sharpe'22-'23,Trail Blazers,"SG, SF","1,779",-1.9,-2.3,-2.7,-5,-2
Simone Fontecchio'22-'23,Jazz,SF,766,-2.7,-3.5,-4.7,-8.2,-2.1
Daishen Nix'22-'23,Rockets,PG,914,-4.7,-4.6,-2.7,-7.3,-2.1
Reggie Bullock'22-'23,Mavericks,SF,"2,364",-2.5,-2.6,-2,-4.6,-2.2
Jabari Smith Jr.'22-'23,Rockets,"PF, C","2,451",-3.1,-3.3,-1.5,-4.7,-2.5
James Wiseman'22-'23,Pistons,C,867,-3.8,-3.9,-4.4,-8.3,-2.5
Jaden Ivey'22-'23,Pistons,"PG, SG","2,304",-1.1,-1.9,-3.2,-5,-2.7
Blake Wesley'22-'23,Spurs,SG,669,-7.5,-7.3,-3.9,-11.2,-2.9
Malaki Branham'22-'23,Spurs,SG,"1,550",-3,-2.7,-3.9,-6.6,-3
