Stat,FG%,3P%,2P%,eFG%,FTA_pergame,FT%,ORB_pergame,DRB_pergame,TRB_pergame,AST_pergame,STL_pergame,BLK_pergame,TOV_pergame,PTS_pergame,FTA_100,FT%,ORB_100,DRB_100,TRB_100,STL_100,BLK_100,TOV_100,PTS_100
League_Average,0.447558459,0.316924528,0.519685596,0.515691884,1.509251701,0.749670118,0.822040816,2.423265306,3.239183673,1.93414966,0.587346939,0.383945578,0.943945578,8.022312925,3.645034014,0.749670118,2.324761905,6.40462585,8.730068027,1.583537415,1.021360544,2.448707483,19.38843537
