Stat,FG%,3P%,2P%,eFG%,FTA_pergame,FT%,ORB_pergame,DRB_pergame,TRB_pergame,AST_pergame,STL_pergame,BLK_pergame,TOV_pergame,PTS_pergame,FTA_100,FT%,ORB_100,DRB_100,TRB_100,STL_100,BLK_100,TOV_100,PTS_100
League_Average,0.464241124,0.329798473,0.532638393,0.535313609,1.768630339,0.75258567,0.842268041,2.620324006,3.461708395,2.011782032,0.601767305,0.370544919,1.06730486,8.859057437,3.976141384,0.75258567,2.237997054,6.520471281,8.760824742,1.538733432,0.974521355,2.565243004,20.40324006
