Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NetRtg,ORtg,DRtg,Player-additional
185,Rui Hachimura,PF,24,WAS,30,0,728,10.6,21.7,0.488,2,6,0.337,8.6,15.7,0.545,2.9,3.9,0.759,1.3,7.3,8.6,2.3,0.7,0.8,2.4,2.6,26.1,-11,106,117,hachiru01
185,Rui Hachimura,PF,24,LAL,33,9,738,8.1,16.7,0.485,1.3,4.6,0.296,6.7,12.1,0.556,2.8,3.9,0.721,2.2,7.8,10,1.5,0.5,0.9,1.1,2.1,20.4,-2,113,115,hachiru01
186,Tyrese Haliburton,PG,22,IND,56,56,1883,10.4,21.2,0.49,4.1,10.1,0.4,6.3,11.1,0.572,4.4,5.1,0.871,0.8,4.3,5.2,14.7,2.3,0.6,3.6,1.7,29.2,11,129,118,halibty01
187,Jordan Hall,SF,21,SAS,9,0,83,5.1,15.9,0.321,1.7,8.5,0.2,3.4,7.4,0.462,4,5.1,0.778,1.7,5.1,6.8,6.3,0.6,0,4,3.4,15.9,-33,91,124,halljo02
188,R.J. Hampton,SG,21,TOT,47,3,750,6.6,15.3,0.43,2.6,7.5,0.353,3.9,7.8,0.504,3.7,4.9,0.75,1.2,4.5,5.6,3.5,1.7,0.6,2.7,3.3,19.5,-11,107,118,hamptrj01
188,R.J. Hampton,SG,21,ORL,26,0,361,6.7,15.3,0.439,2.4,7.1,0.34,4.3,8.2,0.525,4.2,5,0.838,1.2,4,5.2,4.6,2.1,0.5,2.8,2.9,19.9,-4,111,115,hamptrj01
188,R.J. Hampton,SG,21,DET,21,3,389,6.5,15.3,0.423,2.9,7.8,0.365,3.6,7.5,0.483,3.2,4.9,0.667,1.1,4.9,6,2.5,1.4,0.6,2.6,3.6,19.1,-17,103,120,hamptrj01
189,Tim Hardaway Jr.,SF,30,DAL,71,45,2152,7.9,19.6,0.401,4.9,12.7,0.385,3,6.9,0.431,2.9,3.8,0.77,0.5,5.3,5.8,3,1.1,0.3,1.4,2.8,23.5,-9,110,119,hardati02
190,James Harden,PG,33,PHI,58,58,2135,8.6,19.5,0.441,3.7,9.7,0.385,4.9,9.8,0.495,7.3,8.4,0.867,0.9,7.3,8.2,14.3,1.6,0.7,4.5,2.6,28.2,10,123,113,hardeja01
191,Jaden Hardy,SG,20,DAL,48,5,708,10.3,23.4,0.438,4.4,11,0.404,5.8,12.4,0.469,4.6,5.5,0.823,0.8,5.5,6.2,4.6,1.2,0.5,3.2,4.5,29.5,-10,108,118,hardyja02
192,Ron Harper Jr.,PF,22,TOR,9,0,48,8.2,16.5,0.5,3.1,9.3,0.333,5.1,7.2,0.714,1,1,1,3.1,4.1,7.2,4.1,0,1,0,3.1,20.6,20,140,120,harpero02
193,Montrezl Harrell,C,29,PHI,57,7,681,9.1,15.2,0.598,0,0.4,0,9.1,14.8,0.616,5.1,7.3,0.693,4.9,6.7,11.6,2.4,1.2,1.8,2.5,5.5,23.3,11,124,113,harremo01
194,Gary Harris,SG,28,ORL,48,42,1184,5.6,12.5,0.45,3.8,8.9,0.431,1.8,3.6,0.494,1.1,1.2,0.9,0.9,3.1,4,2.4,1.8,0.5,1.1,3.8,16.2,6,122,116,harriga01
195,Joe Harris,SF,31,BRK,74,33,1527,6.4,14.1,0.457,4.5,10.6,0.426,1.9,3.4,0.551,0.6,0.9,0.643,0.7,4.5,5.2,3.2,1.1,0.4,1.3,4.5,18,2,119,117,harrijo01
196,Kevon Harris,SG,25,ORL,34,0,457,5,11.3,0.439,1.7,4.5,0.372,3.3,6.8,0.484,3.3,4.3,0.756,3,4.4,7.4,1.7,1.8,0.5,2.2,5.6,14.9,-5,110,115,harrike01
197,Tobias Harris,SF,30,PHI,74,74,2436,8.6,17.2,0.501,2.6,6.6,0.389,6,10.6,0.57,2.3,2.6,0.876,1.4,7.3,8.6,3.8,1.4,0.8,1.8,3,22.1,4,118,114,harrito02
198,Shaquille Harrison,SG,29,POR,5,0,120,6.1,14.6,0.417,1.2,4.1,0.3,4.9,10.6,0.462,4.5,6.1,0.733,0.4,8.5,8.9,12.2,4.5,0.8,2.4,4.9,17.9,7,118,111,harrish01
199,Josh Hart,SF,27,TOT,76,52,2454,5.5,10.4,0.529,1.2,3.3,0.372,4.3,7.1,0.601,2.6,3.5,0.75,2.8,9,11.8,5.8,1.8,0.4,2.3,3.9,14.8,9,125,116,hartjo01
199,Josh Hart,SF,27,POR,51,51,1704,5.2,10.4,0.504,1,3.2,0.304,4.3,7.2,0.594,2.5,3.4,0.731,2.7,9.2,11.9,5.7,1.5,0.3,2.3,3.8,13.9,3,121,118,hartjo01
199,Josh Hart,SF,27,NYK,25,1,750,6.1,10.3,0.586,1.8,3.4,0.519,4.3,6.9,0.619,3,3.8,0.789,3.1,8.5,11.6,5.9,2.2,0.8,2.5,4.1,16.9,24,136,112,hartjo01
200,Isaiah Hartenstein,C,24,NYK,82,8,1626,5.3,9.9,0.535,0.2,1.1,0.216,5.1,8.8,0.576,1.5,2.2,0.676,6.4,9.9,16.3,3.1,1.6,1.9,2,6.5,12.3,13,124,111,harteis01
201,Udonis Haslem,C,42,MIA,7,1,71,7,20.4,0.345,2.1,6.3,0.333,4.9,14,0.35,2.8,3.5,0.8,2.8,4.9,7.7,0,0.7,1.4,0.7,7.7,19,-21,94,115,hasleud01
202,Sam Hauser,SF,25,BOS,80,8,1290,6.8,15,0.455,5.3,12.7,0.418,1.5,2.3,0.656,0.5,0.6,0.706,1.3,6.4,7.7,2.7,1.1,0.8,1.1,3.7,19.3,11,124,113,hausesa01
203,Jaxson Hayes,C,22,NOP,47,2,610,6.8,12.4,0.551,0.2,2.3,0.103,6.6,10.1,0.654,4.6,6.6,0.699,3.1,7.4,10.5,2.7,1.6,1.5,2.5,5.3,18.5,6,117,111,hayesja02
204,Killian Hayes,PG,21,DET,76,56,2154,6.9,18.3,0.377,1.8,6.4,0.28,5.1,11.9,0.429,2.1,2.5,0.821,0.6,4.3,5,10.6,2.3,0.6,3.9,4.9,17.7,-20,98,118,hayeski01
205,Gordon Hayward,SF,32,CHO,50,50,1577,8.3,17.5,0.475,1.6,4.8,0.325,6.8,12.7,0.532,3.9,4.8,0.811,1,5.5,6.5,6.2,1.3,0.4,3,2.1,22.1,-8,110,118,haywago01
206,Juancho Hernangómez,PF,27,TOR,42,10,614,3.9,9.2,0.421,1.4,5.4,0.254,2.5,3.8,0.66,0.7,1.3,0.563,2.2,7.7,9.9,2,1.3,0.5,1.2,3.5,9.8,-7,108,115,hernaju01
207,Willy Hernangómez,C,28,NOP,38,2,458,9.4,17.9,0.527,0.3,1.2,0.273,9.1,16.7,0.544,8.6,11,0.779,6.1,12.9,19,3.5,1.8,1.4,4.1,6.8,27.7,10,118,108,hernawi01
208,Tyler Herro,SG,23,MIA,67,67,2337,10.4,23.7,0.439,4.3,11.5,0.378,6.1,12.2,0.497,3.6,3.9,0.934,0.6,7.1,7.7,6,1.1,0.3,3.4,2.2,28.7,-6,109,115,herroty01
209,Buddy Hield,SF,30,IND,80,73,2482,9.1,19.9,0.458,5.5,12.9,0.425,3.6,6.9,0.518,2,2.5,0.822,1.3,6.4,7.7,4.3,1.8,0.5,2.7,3,25.7,-3,115,118,hieldbu01
210,Haywood Highsmith,PF,26,MIA,54,11,969,4.8,11.1,0.431,1.9,5.6,0.339,2.9,5.5,0.523,0.7,1.4,0.464,2.9,6.7,9.7,2.2,1.9,0.9,2.3,4.2,12.1,-11,101,112,highsha01
211,George Hill,PG-SG,36,TOT,46,1,834,4.5,9.5,0.47,1.9,5.4,0.358,2.5,4.1,0.62,2.4,3.1,0.764,0.9,4,4.9,6.3,1.5,0.3,1.9,3.1,13.3,9,124,115,hillge01
211,George Hill,PG,36,MIL,35,0,668,4.2,9.4,0.447,1.6,5.3,0.311,2.6,4.1,0.621,2.4,3.3,0.739,0.9,3.9,4.8,6.4,1.4,0.2,1.9,2.9,12.5,6,121,115,hillge01
211,George Hill,SG,36,IND,11,1,166,5.4,9.7,0.559,3.1,6,0.524,2.3,3.7,0.615,2.3,2.6,0.889,0.6,4.6,5.1,6,2,0.9,2,4,16.3,20,138,118,hillge01
212,Malcolm Hill,SF,27,CHI,5,0,9,10.8,21.6,0.5,5.4,16.2,0.333,5.4,5.4,1,0,0,,0,16.2,16.2,0,0,0,0,5.4,27.1,7,119,112,hillma01
213,Aaron Holiday,PG,26,ATL,63,6,845,5.2,12.4,0.418,2,5,0.409,3.2,7.4,0.424,1.5,1.8,0.844,1.4,2.8,4.2,5,2.1,0.7,2,4.5,13.9,-7,110,117,holidaa01
214,Jrue Holiday,PG,32,MIL,67,65,2183,10.7,22.4,0.479,3.5,9,0.384,7.3,13.4,0.542,3.3,3.9,0.859,1.7,5.7,7.5,10.8,1.7,0.5,4.3,2.5,28.2,6,118,112,holidjr01
215,Justin Holiday,SF,33,TOT,46,2,706,5.3,14,0.377,3.2,9.8,0.322,2.1,4.2,0.508,0.3,0.5,0.625,0.3,3.4,3.8,2.8,1.3,1.3,1.5,4.7,14.1,-19,99,118,holidju01
215,Justin Holiday,SF,33,ATL,28,0,411,5.6,14.5,0.384,3.5,10.1,0.345,2.1,4.4,0.474,0,0,,0.2,2.4,2.7,2.9,0.6,1.2,1.4,4.3,14.6,-18,102,120,holidju01
215,Justin Holiday,SF,33,DAL,18,2,295,4.9,13.3,0.367,2.7,9.4,0.286,2.2,3.9,0.565,0.8,1.3,0.625,0.5,4.9,5.4,2.7,2.4,1.5,1.7,5.2,13.3,-20,94,114,holidju01
216,Richaun Holmes,C,29,SAC,42,1,348,7.6,12.2,0.618,0.7,1.1,0.625,6.9,11.1,0.617,2.1,2.6,0.789,4,7,11,1.2,0.4,1.5,1.9,6.9,17.9,9,127,118,holmeri01
217,Al Horford,C,36,BOS,63,63,1922,5.8,12.1,0.476,3.7,8.2,0.446,2.1,3.9,0.539,0.4,0.5,0.714,1.9,8,9.9,4.8,0.8,1.5,0.9,3.1,15.6,21,133,112,horfoal01
218,Talen Horton-Tucker,SG,22,UTA,65,20,1313,9.3,22.3,0.419,2.1,7.4,0.286,7.2,14.9,0.485,4.6,6.1,0.75,1.5,6.1,7.6,8.9,1.5,1.1,4.6,3.9,25.4,-13,104,117,hortota01
219,Danuel House Jr.,SF,29,PHI,56,5,807,5.7,12.1,0.472,2.3,6.8,0.336,3.4,5.3,0.644,2.8,3.7,0.75,0.6,5.2,5.8,2.7,0.9,0.6,1.6,4.2,16.5,-1,115,116,houseda01
220,Caleb Houstan,SF,20,ORL,51,4,812,3.9,10.8,0.363,2.7,8.1,0.338,1.2,2.7,0.435,0.9,1.1,0.833,2,3.9,5.9,1.8,0.7,0.4,1.1,3.7,11.5,-10,108,118,houstca01
221,Trevor Hudgins,PG,23,HOU,5,0,28,3.5,15.6,0.222,3.5,13.9,0.25,0,1.7,0,5.2,5.2,1,0,0,0,5.2,0,0,1.7,1.7,15.6,-25,103,128,hudgitr01
222,Kevin Huerter,SG,24,SAC,75,75,2203,9.1,18.8,0.485,4.5,11.1,0.402,4.7,7.7,0.604,2.1,2.8,0.725,0.9,4.5,5.5,4.8,1.7,0.5,2.1,3.9,24.8,2,119,117,huertke01
223,Jay Huff,C,24,WAS,7,0,95,7.7,12.8,0.6,3.1,6.2,0.5,4.6,6.7,0.692,7.7,8.2,0.938,3.1,7.7,10.8,5.1,1.5,2.1,2.6,7.7,26.1,35,149,114,huffja01
224,De'Andre Hunter,SF,25,ATL,67,67,2126,8.5,18.4,0.461,2.2,6.4,0.35,6.3,12,0.521,3.8,4.6,0.826,1,5.3,6.4,2.1,0.8,0.4,1.8,4.5,23.1,-7,112,119,huntede01
225,Bones Hyland,PG,22,TOT,56,1,1085,10.3,25.8,0.399,5.3,14.2,0.371,5,11.5,0.434,3.9,4.6,0.843,0.9,5.2,6.1,7.8,1.8,0.7,3.7,4.3,29.7,-8,107,115,hylanbo01
225,Bones Hyland,PG,22,DEN,42,1,820,10.3,25.9,0.399,5.4,14.4,0.378,4.9,11.5,0.425,4.2,4.9,0.866,0.6,4.5,5.1,7.5,1.7,0.8,4,3.9,30.3,-9,106,115,hylanbo01
225,Bones Hyland,PG,22,LAC,14,0,265,10.2,25.3,0.401,4.8,13.7,0.351,5.4,11.6,0.46,2.8,3.7,0.75,1.8,7.2,9.1,8.7,2,0.4,2.8,5.5,27.9,-3,111,114,hylanbo01
226,Serge Ibaka,C,33,MIL,16,0,185,6.7,13.9,0.481,1.5,4.6,0.333,5.2,9.3,0.556,2.1,3.4,0.615,3.9,7.5,11.4,1,0.5,1.8,2.8,5.9,17,-7,105,112,ibakase01
227,Andre Iguodala,PF,39,GSW,8,0,113,2.9,6.3,0.467,0.4,3.8,0.111,2.5,2.5,1,0.8,1.3,0.667,1.3,5.9,7.1,7.9,1.7,1.3,3.8,4.6,7.1,-12,102,114,iguodan01
228,Joe Ingles,SF,35,MIL,46,0,1044,4.9,11.3,0.435,3.8,9.3,0.409,1.1,2.1,0.556,0.8,1,0.857,0.6,5.3,5.9,6.9,1.5,0.3,2.5,3.4,14.5,6,120,114,inglejo01
229,Brandon Ingram,SF,25,NOP,45,45,1538,12.7,26.3,0.484,2,5.2,0.39,10.7,21.1,0.507,7.6,8.6,0.882,0.7,7,7.8,8.3,1,0.6,4.7,3.7,35,-2,112,114,ingrabr01
230,Kyrie Irving,PG-SG,30,TOT,60,60,2241,13,26.4,0.494,4.1,10.9,0.379,8.9,15.5,0.574,5.4,6,0.905,1.3,5.4,6.7,7.3,1.4,1,2.8,3.6,35.6,5,121,116,irvinky01
230,Kyrie Irving,PG,30,BRK,40,40,1478,13.1,27.1,0.486,4.3,11.5,0.374,8.9,15.6,0.569,5.2,5.9,0.883,1.3,5.5,6.7,7,1.4,1.1,3,3.6,35.8,3,118,115,irvinky01
230,Kyrie Irving,SG,30,DAL,20,20,763,12.8,25,0.51,3.8,9.6,0.392,9,15.4,0.585,5.8,6.1,0.947,1.4,5.1,6.5,7.8,1.6,0.8,2.4,3.6,35.1,10,127,117,irvinky01
231,Jonathan Isaac,PF,25,ORL,11,0,124,8.6,20.7,0.415,2.3,5.8,0.4,6.2,14.8,0.421,1.9,3.5,0.556,5.8,11.3,17.2,2.3,5.5,1.6,1.6,1.9,21.4,6,108,102,isaacjo01
232,Jaden Ivey,SG,20,DET,74,73,2304,8.6,20.7,0.416,2.5,7.4,0.343,6.1,13.3,0.457,5.6,7.5,0.747,1.5,4.5,6.1,8.1,1.3,0.4,5,5.1,25.3,-18,103,121,iveyja01
233,Frank Jackson,PG,24,UTA,1,0,5,0,28.7,0,0,9.6,0,0,19.1,0,0,0,,9.6,9.6,19.1,9.6,0,0,0,0,0,-71,48,119,jacksfr01
234,Isaiah Jackson,C,21,IND,63,12,1042,8.2,14.5,0.563,0.1,0.6,0.143,8.1,13.9,0.582,4.3,6.7,0.651,5.1,7.7,12.8,2.3,1.4,4.2,2.3,7,20.7,6,120,114,jacksis01
235,Jaren Jackson Jr.,C,23,MEM,63,63,1787,11.1,21.8,0.506,2.7,7.5,0.355,8.4,14.3,0.585,6.4,8.1,0.788,2.9,8.5,11.3,1.6,1.7,5,2.8,6,31.2,13,118,105,jacksja02
236,Justin Jackson,SF,27,BOS,23,0,107,3.2,12.3,0.259,2.3,9.1,0.25,0.9,3.2,0.286,0.5,0.9,0.5,0.9,6.8,7.7,4.1,1.8,1.8,0.9,3.2,9.1,-21,89,110,jacksju01
237,Quenton Jackson,PG,24,WAS,9,0,135,6.9,15.2,0.452,0.4,4.3,0.083,6.5,10.8,0.6,6.1,7.9,0.773,0.7,2.2,2.9,5.4,1.4,0.4,1.4,3.6,20.2,-2,117,119,jacksqu01
238,Reggie Jackson,PG,32,TOT,68,40,1657,7.8,18.9,0.411,2.8,8.5,0.333,4.9,10.4,0.474,2.1,2.3,0.91,0.7,3.5,4.3,6.9,1.4,0.2,3.4,3.4,20.5,-15,103,118,jacksre01
238,Reggie Jackson,PG,32,LAC,52,38,1338,7.8,18.7,0.418,2.8,8.1,0.35,5,10.7,0.469,2.2,2.4,0.924,0.8,3.4,4.2,6.7,1.4,0.2,3.5,3.4,20.7,-15,103,118,jacksre01
238,Reggie Jackson,PG,32,DEN,16,2,319,7.5,19.6,0.383,2.9,10.4,0.279,4.6,9.2,0.5,1.5,1.8,0.833,0.5,3.8,4.3,7.7,1.4,0.2,2.9,3.4,19.5,-16,101,117,jacksre01
239,LeBron James,PF,38,LAL,55,54,1954,14.8,29.6,0.5,2.9,9.1,0.321,11.8,20.4,0.58,6.1,7.9,0.768,1.6,9.5,11.1,9.1,1.2,0.8,4.3,2.1,38.6,1,114,113,jamesle01
