Stat,League_Average
FG%,0.434257215
3P%,0.303444595
2P%,0.505522959
eFG%,0.497483061
FTA_pergame,1.575123153
FT%,0.747570629
ORB_pergame,0.812807882
DRB_pergame,2.519704433
TRB_pergame,3.331527094
AST_pergame,1.808251232
STL_pergame,0.582758621
BLK_pergame,0.353448276
TOV_pergame,0.978694581
PTS_pergame,7.812192118
